,video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,suggested_words,url,english_transcript,german_transcript
0,7355457627083640096,2024-04-08T13:32:26,43,DE,8456,327,369,64700,Ganzes Interview auf X (@AfD). #fyp,False,,annamarinada,annamarinada,,,,,,False,adf / afd frauen / afd abschiebungs kalender,https://www.tiktok.com/@annamarinada/video/7355457627083640096,"that is,  with this membership in the AfD. For example,  she calls the AfD her safepace and says or feel very well taken care of there and feel comfortable there. But when leftists find out,  they are regularly insulted. for example also as a stupid monkey so they get pretty much really mad at her no idea why maybe because they can no longer use them for their left-green anti-racism agenda no idea but I know 1 the left they know so well off with morale especially with the DOPPELMORAL.  ",also mit dieser Mitgliedschaft bei der AfD. Sie nennt zum Beispiel die AfD ihr safepace und meint oder fühlst sich dort sehr gut aufgehoben und fühlst sich dort wohl. Aber wenn linke das erfahren dann wird sie regelmäßig beschimpft. zum Beispiel auch als dummer Affe also sie werden quasi richtig sauer auf sie keine Ahnung warum vielleicht weil sie sie nicht mehr benutzen können für ihre linksgrüne Antirassismus Agenda keine Ahnung aber ich weiß 1 die Linken die Kennen sich so gut Aus mit Moral besonders mit der DOPPELMORAL.  
1,7358884167351930145,2024-04-17T19:09:04,7,DE,5187,666,173,79500,AFD 💙🇩🇪#afd #deutschland #stolzerdeutsche #fyp #foryou #viral ,False,,arman.sndzk2,Sandzo_1,,,,,,False,deutsche / deutschland / deutsch deutschland deutsch / afd wahlen / afdfraktionimbundestag / ich bin deutsche natürlich / Deutsche Hymne / Habibi Habibi Trend,https://www.tiktok.com/@arman.sndzk2/video/7358884167351930145,,
2,7360715244991270176,2024-04-22T17:34:36,13,DE,2660,106,66,12700,#afd #afdverbot #politik #orangensaft #links ,False,,skatch_flp,Skatch,,,,,,False,,https://www.tiktok.com/@skatch_flp/video/7360715244991270176,"what is your opinion about blood orange juice? somehow I have no idea.  somehow. that does not feel right.  so either OJ normal,  but this blood orange juice. often he is also with flesh and so uh well I don't like it. ","wie ist deine Meinung zu Blutorangensaft? ahne ich irgendwie nicht. irgendwie. das fühlt sich nicht richtig an. so entweder OJ normal, aber diese Blutorangensaft. oft ist er auch mit Fruchtfleisch und so äh na I don't like it. "
3,7359691434322070817,2024-04-19T23:21:42,61,DE,1915,92,580,28300,Sollte Björn Höcke (AfD) verurteilt werden?  #afd #björnhöcke ,False,,yunuscelep_,Yunus Celep,,,,,,False,björn / höcke / afd zum urteil,https://www.tiktok.com/@yunuscelep_/video/7359691434322070817,did you know that it is forbidden to say everything for Germany everything for home everything for Saxony Anhalt I did not know you certainly did not know that and Björn Höcke did not know that either but today he had his first day of trial in the criminal chamber in Saxony-Anhalt and guess why exactly because he said that everything for the homeland everything for Saxony-Anhalt and everything for Germany that would be a NS language which would not be allowed to outside friends please take a look at this please take a look at this in a criminal division where did he have his first day of trial Where rapists are normally convicted where normally um murderers are convicted is it a coincidence that today you have your trial day?  yes because of a talk 3 years ago I think it is not a coincidence because this year  the elections will take place in Thuringia Soon there will also be the European elections and the  local elections - this is no coincidence for me. yes that is a clear encroachment on freedom of  expression what do you think about that? ,wusstest du dass es verboten ist zu sagen alles für Deutschland alles für die Heimat alles für Sachsen Anhalt ich wusste es nicht du wusstest das bestimmt auch nicht und Björn Höcke wusste das auch nicht aber heute hatte er seinen ersten Prozesstag in der Strafkammer in Sachsen Anhalt und rate mal warum genau weil er das gesagt hat alles für die Heimat alles für Sachsen Anhalt und alles für Deutschland das wäre eine NS Sprache die so nicht erlaubt wäre zu äußern Freunde schaut euch das mal bitte an schaut euch das mal bitte an in einer Strafkammer wo hatte er seinen ersten Prozesstag wo normalerweise Vergewaltiger verurteilt werden wo normalerweise ähm Mörder verurteilt werden ist das ein Zufall dass man heute seinen Prozesstag hat?  ja wegen einer rede vor 3 Jahren ich finde es ist kein  Zufall weil in diesem Jahr finden die Wahlen  in Thüringen statt Bald sind auch die Europawahl und  die Kommunalwahlen das ist für mich garkein Zufall ja das ist ein ganz klarer Eingriff in die Meinungsfreiheit was denkt ihr darüber? 
4,7357689397547945249,2024-04-14T13:52:46,66,DE,1806,22,322,18800,Replying to @Nils  AfD ,False,,recoverwithamelie,Amelie,,,,,,False,nils / afd erklärung,https://www.tiktok.com/@recoverwithamelie/video/7357689397547945249,"funny has no idea about politics believes everything you hear so 1 come come I am so free I correct you the sentence um as german teacher daughter actually funny.  one writes capitalized then D is wrong you say that is I. E actually there is missing n whole letter. has no idea for politics is also completely wrong that is from politics.  then you set a point there and then everything you hear is also wrong when you say she believes everything you hear and actually is the sentence she believes everything you say but come I'll let you then put a comma and then it is so 1 Bullshit you write big and then you forgot the point there again. you might think that AfD people when they expect foreigners, that these people integrate into our country and um learn German could speak German themselves. but brother learn german you whores. ","lustigte hat keine Ahnung für Politik glaubt alles was man hört so 1 Blödsinn komm komm ich bin mal so frei ich korrigier dir den Satz ähm als Deutschlehrer Tochter tatsächlich lustig. schreibt man groß dann D is falsch man sagt die das is I. E tatsächlich da fehlt n ganzer Buchstabe. hat keine Ahnung für Politik is auch völlig falsch das is von Politik. dann setzt du da einen Punkt und dann glaubt alles was man hört is auch falsch wenn sagt man sie glaubt alles was man hört und eigentlich heißt der Satz sie glaubt alles was man sagt aber komm das lass ich dir dann setze da einen Komma und dann ist es so 1 Blödsinn Blödsinn schreibst du groß und dann hast du da wieder den Punkt vergessen. man könnte ja meinen, dass AfD Leute wenn sie von Ausländern erwarten, dass diese Menschen sich integrieren in unser Land und ähm Deutsch lernen selber Deutsch sprechen könnten. aber Bruder lern Deutsch du Huren. "
5,7359628606286351648,2024-04-19T19:17:50,210,DE,1190,17,920,35300,,False,,gastronomicus2,Gastronomicus,,,,,,False,,https://www.tiktok.com/@gastronomicus2/video/7359628606286351648,"yes, what can I tell you, I kicked out an AFDler, but I've been nice about it and that's what happened. at first everything started normally and um,  he was just very puzzling and talked a lot and I am also puzzling and I was thinking, Okay,  I'll have a chat with the guest, all good.  and then he started at some point really Geloge to keep. so he asked me something there from time to time uh but if I wanted to answer he gave me the, it has fallen into My word. so i was at this conversation in principle not in the middle of it, but only in the process. so and then he started sometime so n Blumestraus to dig out various political issues and what then in this country everything goes wrong and asylum policy in general, asylum policy is the worst and we would have way too much migrants and way too much uh uh,  foreigners and anyway uh,  will the whole, our whole culture uh,  infiltrated and that's all intentional.  that's what you want here.  ne, what did he say,  persecution. yes circumnavigation is also so n term where I thought dude Which one do I not know,  where did you get that?  Age Where, From which H,  point point point talk, do you have the word ""umfolgung"" now?  where do you have the dug up?  From which cardboard box did you get that out now? but then it went on and at all and we have to reach our limits 8. and that is all far too much here. and all this is no longer possible and um, because of that one is now of the opinion, you have to get the people from abroad to here uh Recruit skilled workers, all this. we don't need people from abroad. and the old parties, who uses the word old parties outside the AfD? Babbel and everything.  and then it just went on. then he started with Corona, then the one went on with Corona and then he means at some point, yes Pegida uh has also not so Been wrong with what they wanted and so on and immediately and at some point I said to that, after also already the colleagues and some guests have looked somehow funny, I then said at some point to that,  you know what, that doesn't match at all for us right now. so they have so to speak the guests Recall, have not reached them now uh. and then he asks me what i mean.  i say um, they do not fit us as guests. yes,  I don't need any guests here, the morning beautiful on ne Pegida Go to demo or go to a demo against refugees and then with us in the evening of people withMigrationshintergrund and with of an escape story let operate. for me,  the two do not fit together. yes,  that they want to be served by people, that they don't really want here at all. and that is the moment when I must tell you, that they just um with us are not suitable as a guest and I would ask them to leave now. and easy,  easy not to come back either. very simple.  i don't want to be with them conclude hospitality contract. I don't want to, I just don't want to. and then he looked funny for a moment, he continued, i turned around then, turned around and then just left, because I just don't feel like it. Guys,  I don't feel like this and I stay with it. i'll just stick with it, since it reaches the limit for me. the limit of the bearable is then achieved with me and I also stand by that and it stays that way. ","ja, was soll ich euch sagen, ich hab n AFDler rausgeschmissen, aber ich bin nett dabei gewesen und das ist passiert. zunächst ging alles ganz normal los und ähm, der war halt sehr rätselig und hat viel geredet und ich bin auch rätselig und hab gedacht, okay, unterhalt ich mich mal mit dem Gast, alles gut. und dann fing er irgendwann an wirklich Immunologe zu halten. also er hat mich da hin und wieder mal was gefragt äh aber wenn ich antworten wollte hat er Mir ins, ist er Mir ins Wort gefallen. also ich war bei diesem Gespräch im Prinzip nicht mittendrin, sondern nur dabei. so und dann fing er irgendwann an so n blumestraus verschiedener politischen Themen auszubuddeln und was denn in diesem Land alles verkehrt läuft und überhaupt die Asylpolitik, die Asylpolitik ist das Schlimmste und wir hätten viel zu viel Migranten und viel zu viel äh äh, Ausländer und überhaupt äh, wird die ganze, unsere ganze Kultur äh, unterwandert und das ist alles gewollt. man will hier so. ne, was hat er gesagt, umfolgung. ja umfolgung ist auch so n Begriff wo ich dachte, Alter Aus welchem weiß ich nicht, wo hast du das her? Alter wo, Aus welcher H, Punkt Punkt Punkt rede, hast du jetzt das Wort umfolgung? wo hast du das ausgegraben? Aus welchem Pappkarton hast du das jetzt rausgeholt? aber dann gings halt weiter und überhaupt und wir müssen ja auf unsere Grenzen 8.. und das is alles viel zu viel hier. und das geht alles nich mehr und ähm, von wegen, dass man jetzt der Meinung ist, man muss die Leute Aus dem Ausland holen um hier äh Fachkräfte anzuwerben, das alles Quatsch. wir brauchen keine Leute Aus dem Ausland. und die Altparteien, wer benutzt das Wort Altparteien außerhalb der AfD? Babbel und überhaupt. und dann gings halt weiter. dann fing er an mit Corona, dann ging das mit Corona weiter und dann meint er irgendwann, ja Pegida äh hat ja auch nich so Unrecht gehabt mit dem was sie wollten und so weiter und sofort und irgendwann hab ich zu dem gesagt, nachdem auch schon die Kollegen und einige Gäste irgendwie komisch geguckt haben, hab ich dann irgendwann zu dem gesagt, wissen sie was, das matcht bei uns grade gar nich. also sie haben sozusagen den Gäste Recall, haben sie jetz äh nicht erreicht. und dann fragt er mich was ich meine. ich sag ähm, sie passen nich als Gast zu uns. ja, ich brauch hier keine Gäste, die vormittags schön auf ne Pegida Demo gehen oder auf ne Demo gegen geflüchtete und dann sich bei uns abends von Menschen mit Migrationshintergrund und mit einer fluchtgeschichte bedienen lassen. für mich passt es beides nicht zusammen. ja, dass sie sich von Leuten bedienen lassen wollen, die sie eigentlich hier gar nich möchten. und das ist der Moment, wo ich Ihnen sagen muss, dass sie einfach bei uns ähm als Gast nicht geeignet sind und ich sie jetzt bitten würde zu gehen. und einfach, einfach auch nicht wiederzukommen. ganz einfach. ich möchte mit ihnen keinen bewirtungsvertrag abschließen. möchte ich nicht, möchte ich einfach nicht. und dann hat er kurz einmal komisch geguckt, hat er weiter erzählt, ich bin dann umgedreht, hab mich umgedreht und bin dann einfach gegangen, weil ich hab einfach kein Bock. Leute, ich hab auf sowas keine Lust und ich bleib auch dabei. ich bleib einfach dabei, da es für mich die Grenze erreicht. die Grenze des ertragbaren ist bei Mir dann erreicht und dazu stehe ich auch und es bleibt auch so. "
6,7358865117888384289,2024-04-17T17:55:09,123,DE,1065,41,107,12500,#AfD #SPD #deutschland #Faeser ,False,,miguelklaussafd,Miguel Klauß,,,,,,False,deutschland / afd wahlen,https://www.tiktok.com/@miguelklaussafd/video/7358865117888384289,"the SPD has 1 right-wing problem and that is clear definitely the case in Baden Württemberg. what does it say the Antifa Minister of the Interior Nancy Fässer actually in addition? she should times exactly the SPD state association in Baden Württemberg to be observed. because the SPD is parked here in Baden Württemberg with the far-right gray wolves. this is the greatest right-wing Association and organization that exist in Germany under the deck almond the turkish Germanfreundschaftsvereine. 1 deck almond to give yourself a positive coat. but in truth in reality they are badass right-wing extremists. you may know the wolf greeting like to make the Turkish right-wing extremist. what has now happened in Baden Württemberg? the former deputy prime minister Nils today federal election of the SPD was ahead of this right-wing extremist invited to break the fast and was also there and gave a greeting there. but it goes even further. in the local elections on the ninth sixth here in baden württemberg run from this far-right association of the turkish gray wolves people on the list of spd. already really very interesting when uh just the SPD but always the Fight against right evoked and they themselves are 1rechtsextremismusproblem. that is the fight against the right is actually the fight against one's own SPD. what does Nancy Fässer,  Minister of the Interior,  say? would really interest me a lot. but me would still 1 and maybe you can help me there. look at the local elections your lists SPD lists. are applied there like this and maybe you can do that too Report to the media if you notice.  there votes, the Turkish right-wing extremists gray wolves. how would we solve this?  from the AfD?  quite clearly here with remigration. this is the only way to solve this imported right-wing. but 1 is also clear, the SPD needs to fight against the right never come again. should first clean up in their own ranks. ","die SPD hat 1 Rechtsextremismus Problem und das ist eindeutig definitiv der Fall in Baden Württemberg. was sagt da die Antifa Innenministerin Nancy Fässer eigentlich dazu? sie sollte mal genau den SPD Landesverband in Baden Württemberg beobachten lassen. denn die SPD hier in Baden Württemberg parkiert mit den rechtsextremen grauen Wölfe. das ist der größte Rechtsextremismus Verein und Organisation die es in Deutschland gibt unter dem deckmandel der türkisch deutschen freundschaftsvereine. 1 deckmandel um sich einen positiven Anstrich zu geben. aber in wahr in Wirklichkeit sind es knallharte rechtsextremen. ihr kennt vielleicht den wolfsgruß den türkische Rechtsextremisten gerne machen. was ist nun in Baden Württemberg passiert? der ehemalige stellverdrehende Ministerpräsident Nils Schmidt heute bundestagsabgang der SPD war bei diesem rechtsextremen vorein zum fastenbrechen eingeladen und war auch dort und hat dort ein grußwort gehalten. aber es geht noch weiter. bei der kommunalwahl am neunten sechsten hier in baden württemberg kandidieren von diesem rechtsextremen verein der türkischen grauenwölfe leute auf der liste der spd. schon wirklich sehr interessant wenn äh grade die SPD doch immer den Kampf gegen rechts beschwört und selber haben sie 1 rechtsextremismusproblem. das heißt der Kampf gegen rechts ist eigentlich der Kampf gegen die eigene SPD. was sagt Nancy Fässer Innenministerin dazu? würde mich mal wirklich sehr interessieren. aber mich würde noch 1 interessieren und vielleicht könnt ihr Mir da helfen. schaut mal bei der Kommunalwahl eure Listen SPD Listen an. werden da so kandidiert und vielleicht könnt ihr das auch mal den Medien melden wenn euch. da abstimmigkeiten auffallen, die türkischen Rechtsextremisten grauenwölfe. wie würden wir das lösen? von der AfD? ganz klar hier mit remigration. nur so löst man diesen importierten Rechtsextremismus. aber 1 ist auch klar, die SPD braucht mit Kampf gegen rechts nie wiederkommen. sollen erstmal in eigenen Reihen aufräumen. "
7,7359180904570408225,2024-04-18T14:20:33,18,DE,1605,106,35,16400,Afd Endgegner #afd #endgegner,False,,saintskye_,Saint Skye,,,,,,False,,https://www.tiktok.com/@saintskye_/video/7359180904570408225,huh?  what is your opinion about the AfD?  my opinion AfD? no idea I do not know. so here I have no problems.  ha I was soon born again in Germany. there you have nothing from my if you look around me like that right? yes so Germany is my home Germany this is. This is good.  Ha now you go. ,hä? was ist denn dein Meinung zur AfD? meine Meinung AfD? keine Ahnung weiß ich nicht. also hier hab ich keine Probleme. ha ich bin ja bald wieder in Deutschland geboren. da hat man gar nichts von meiner wenn man mich so umschaut gell? ja also Deutschland is my Heimat Deutschland this is. this is good. ha jetzt gehst du. 
8,7355428506685295904,2024-04-08T11:39:26,8,DE,271,85,32,35900,@AFD💙💙💙💙 wird berlin retten ❤️ #foryou #fyp #goviral #viral #frankfurt ,False,,eggtubbee,eggtube,,,,,,False,,https://www.tiktok.com/@eggtubbee/video/7355428506685295904,,
9,7359230479322647841,2024-04-18T17:32:55,7,DE,547,3,62,53700,#Duett mit @sosatisfying #satisfying ,False,,guccibruder_king,guccibruder_king,,,,,,False,satisfying video / duett mit videos / satisfaction / Cleaning Satisfying Videos / Satisfying Cleaning / Afd Plan / afd wahlprogramm,https://www.tiktok.com/@guccibruder_king/video/7359230479322647841,"i finally put it on display. you can't even write AfD live. in case you can do it, I will follow you and my 10,000 viewers will follow you now,  too. ","ich habe es endlich ausgestellt. man kann keine AfD mal live schreiben. falls du es schaffst, werde ich dir folgen und meine 10.000 Zuschauer werden dir jetzt auch folgen. "
